osm_uid,osm_type,osm_id,category,name,brand,brand:wikidata,addr:street,addr:district,opening_hours,website,phone,operator,cuisine,wikidata,lat,lon,_raw_tags
node/11438574380,node,11438574380,coffee_shops,% Arabica,% Arabica,Q107639197,,,Mo-Su 08:00-00:00,,,,coffee_shop,,24.4765202,54.3216205,"{""amenity"": ""cafe"", ""brand"": ""% Arabica"", ""brand:wikidata"": ""Q107639197"", ""contact:email"": ""hello@arabicacoffee.ae"", ""contact:phone"": ""+971 2 546 0015"", ""contact:website"": ""https://www.arabicacoffee.ae"", ""cuisine"": ""coffee_shop"", ""diet:vegetarian"": ""yes"", ""name"": ""% Arabica"", ""name:en"": ""% Arabica"", ""opening_hours"": ""Mo-Su 08:00-00:00"", ""takeaway"": ""yes""}"
node/11438574383,node,11438574383,coffee_shops,% Arabica,% Arabica,Q107639197,,,Mo-Su 07:00-22:30,,,,coffee_shop,,24.4350087,54.4558677,"{""amenity"": ""cafe"", ""brand"": ""% Arabica"", ""brand:wikidata"": ""Q107639197"", ""contact:email"": ""hello@arabicacoffee.ae"", ""contact:phone"": ""+971 2 622 8992"", ""contact:website"": ""https://www.arabicacoffee.ae"", ""cuisine"": ""coffee_shop"", ""name"": ""% Arabica"", ""name:en"": ""% Arabica"", ""opening_hours"": ""Mo-Su 07:00-22:30"", ""takeaway"": ""yes""}"
node/11438574385,node,11438574385,coffee_shops,% Arabica,% Arabica,Q107639197,,,"Fr-Sa 08:30-12:30; Mo-Th,Su 08:30-23:30",,,,coffee_shop,,24.4886888,54.6086089,"{""air_conditioning"": ""yes"", ""amenity"": ""cafe"", ""brand"": ""% Arabica"", ""brand:wikidata"": ""Q107639197"", ""contact:email"": ""hello@arabicacoffee.ae"", ""contact:phone"": ""+971 2 886 5060"", ""contact:website"": ""https://www.arabicacoffee.ae"", ""cuisine"": ""coffee_shop"", ""diet:halal"": ""yes"", ""diet:vegan"": ""yes"", ""diet:vegetarian"": ""yes"", ""indoor_seating"": ""yes"", ""name"": ""% Arabica"", ""name:en"": ""% Arabica"", ""opening_hours"": ""Fr-Sa 08:30-12:30; Mo-Th,Su 08:30-23:30"", ""outdoor_seating"": ""no"", ""smoking"": ""no"", ""toilets"": ""no"", ""wheelchair"": ""limited""}"
node/11455850469,node,11455850469,restaurants,,,,,,,,,,,,24.4716343,54.3480246,"{""amenity"": ""restaurant"", ""name:en"": ""Kitfo""}"
node/11493970371,node,11493970371,convenience,بقالة,,,,,,,,,,,24.4998825,54.3725471,"{""addr:housenumber"": ""9"", ""name"": ""بقالة"", ""name:en"": ""baqala"", ""shop"": ""convenience""}"
node/11493970372,node,11493970372,convenience,بقالة,,,,,,,,,,,24.4994529,54.372169,"{""name"": ""بقالة"", ""name:en"": ""Baqala"", ""shop"": ""convenience""}"
node/11493970373,node,11493970373,supermarkets,C.M. Supermarket,,,,,,,,,,,24.5008172,54.3759635,"{""name"": ""C.M. Supermarket"", ""name:ar"": ""سي.ام. سوبرماركت"", ""name:en"": ""C.M. Supermarket"", ""shop"": ""supermarket""}"
node/11493977369,node,11493977369,pharmacies,صيدلية الأفضل,,,Ridat At Tiwyan Street,,,,,,,,24.5017968,54.3733822,"{""addr:street"": ""Ridat At Tiwyan Street"", ""amenity"": ""pharmacy"", ""name"": ""صيدلية الأفضل"", ""name:en"": ""Al Afdal Pharmacy""}"
node/11493977372,node,11493977372,coffee_shops,كارولينا كافيه,,,,,,,,,,,24.5015653,54.3755962,"{""amenity"": ""cafe"", ""name"": ""كارولينا كافيه"", ""name:ar"": ""كارولينا كافيه"", ""name:en"": ""Carolina Cafe""}"
node/11493977469,node,11493977469,supermarkets,المدينة سوبرماركت,,,,,Mo-Su 06:30-02:00,,+971563541781,,,,24.5003365,54.3724777,"{""addr:housenumber"": ""1"", ""name"": ""المدينة سوبرماركت"", ""name:en"": ""Al Madina Supermarket"", ""opening_hours"": ""Mo-Su 06:30-02:00"", ""phone"": ""+971563541781"", ""shop"": ""supermarket""}"
node/11493977669,node,11493977669,restaurants,بيست شيكين,,,,,24/7,,025553020;025553010,,,,24.499938,54.3723709,"{""addr:housenumber"": ""9"", ""amenity"": ""restaurant"", ""name"": ""بيست شيكين"", ""name:en"": ""BEST Chicken"", ""opening_hours"": ""24/7"", ""phone"": ""025553020;025553010""}"
node/11493977670,node,11493977670,pharmacies,,,,,,,,,,,,24.5021086,54.3748757,"{""amenity"": ""pharmacy"", ""name:en"": ""Al Zaman Pharmacy""}"
node/11493977769,node,11493977769,restaurants,مطعم مدراس كورنير,,,,,,,,,,,24.4996406,54.3722371,"{""amenity"": ""restaurant"", ""name"": ""مطعم مدراس كورنير"", ""name:en"": ""Madras Restaurant""}"
node/11493977770,node,11493977770,coffee_shops,,,,,,,,,,,,24.4995883,54.3720412,"{""amenity"": ""cafe"", ""name:en"": ""Light Tea Cafeteria""}"
node/11493977870,node,11493977870,restaurants,,,,,,,,,,,,24.4982444,54.3721392,"{""amenity"": ""restaurant"", ""name:en"": ""Halaa Al Sham Restaurant & Cafe""}"
node/11493978069,node,11493978069,convenience,بقالة,,,,,,,,,,,24.4995971,54.3722848,"{""name"": ""بقالة"", ""name:en"": ""Baqala"", ""shop"": ""convenience""}"
node/11493978169,node,11493978169,restaurants,,,,,,,,,,,,24.4990969,54.3757257,"{""amenity"": ""restaurant"", ""name:en"": ""Fat Free Chicken""}"
node/11493978269,node,11493978269,supermarkets,,,,,,,,,,,,24.5017878,54.3759817,"{""name:en"": ""Safa Express Supermarket"", ""shop"": ""supermarket""}"
node/11495365769,node,11495365769,fast_food,,,,,,,,,,,,24.5004376,54.3761086,"{""amenity"": ""fast_food""}"
node/11495731813,node,11495731813,supermarkets,Grandiose Supermarket,,,,,Mo-Su 07:00-24:00,,,,,,24.4029564,54.4972592,"{""name"": ""Grandiose Supermarket"", ""opening_hours"": ""Mo-Su 07:00-24:00"", ""shop"": ""supermarket""}"
node/11497289169,node,11497289169,clothes,Grand Outlet,,,,,,,,,,,24.4947923,54.3695855,"{""name"": ""Grand Outlet"", ""shop"": ""clothes""}"
node/11497289269,node,11497289269,convenience,Baqala,,,,,,,,,,,24.4950257,54.3700941,"{""name"": ""Baqala"", ""shop"": ""convenience""}"
node/11497296569,node,11497296569,restaurants,,,,,,,,,,,,24.5022055,54.3737866,"{""amenity"": ""restaurant"", ""name:en"": ""Meknes Restaurant""}"
node/11505874206,node,11505874206,coffee_shops,La Brioche,,,,,"Mo-We,Sa-Su 10:00-22:00; Th-Fr 10:00-23:30",,,,french,,24.5021107,54.3903387,"{""amenity"": ""cafe"", ""check_date:opening_hours"": ""2025-05-01"", ""contact:email"": ""info@labriocheuae.com"", ""contact:facebook"": ""https://www.facebook.com/labriocheuaeofficial"", ""contact:instagram"": ""https://www.instagram.com/labriocheuae"", ""contact:phone"": ""+971 2 671 2744"", ""contact:twitter"": ""https://twitter.com/labriocheuae"", ""contact:website"": ""https://www.labriocheuae.com"", ""contact:youtube"": ""https://www.youtube.com/channel/UC0vUblttgcQFlTQzpuvkEWQ"", ""cuisine"": ""french"", ""diet:vegetarian"": ""yes"", ""name"": ""La Brioche"", ""name:en"": ""La Brioche"", ""opening_hours"": ""Mo-We,Sa-Su 10:00-22:00; Th-Fr 10:00-23:30""}"
node/11505874208,node,11505874208,coffee_shops,La Brioche,,,,,Mo-Su 09:00-22:00,,,,french,,24.3732021,54.5375867,"{""amenity"": ""cafe"", ""contact:email"": ""info@labriocheuae.com"", ""contact:facebook"": ""https://www.facebook.com/labriocheuaeofficial"", ""contact:instagram"": ""https://www.instagram.com/labriocheuae"", ""contact:phone"": ""+971 2 553 2474"", ""contact:twitter"": ""https://twitter.com/labriocheuae"", ""contact:website"": ""https://www.labriocheuae.com"", ""contact:youtube"": ""https://www.youtube.com/channel/UC0vUblttgcQFlTQzpuvkEWQ"", ""cuisine"": ""french"", ""name"": ""La Brioche"", ""name:en"": ""La Brioche"", ""opening_hours"": ""Mo-Su 09:00-22:00""}"
node/11505874209,node,11505874209,coffee_shops,La Brioche,,,,,Mo-Su 07:30-21:30,,,,french,,24.4811876,54.6196246,"{""amenity"": ""cafe"", ""contact:email"": ""socialmedia@labriocheuae.com"", ""contact:facebook"": ""https://www.facebook.com/labriocheuaeofficial"", ""contact:instagram"": ""https://www.instagram.com/labriocheuae"", ""contact:phone"": ""+971 2 643 9050"", ""contact:twitter"": ""https://twitter.com/labriocheuae"", ""contact:website"": ""https://www.labriocheuae.com"", ""contact:youtube"": ""https://www.youtube.com/channel/UC0vUblttgcQFlTQzpuvkEWQ"", ""cuisine"": ""french"", ""name"": ""La Brioche"", ""name:en"": ""La Brioche"", ""opening_hours"": ""Mo-Su 07:30-21:30""}"
node/11505874214,node,11505874214,coffee_shops,La Brioche,,,,,Mo-Su 09:00-23:00,,,,french,,24.4290013,54.7133947,"{""amenity"": ""cafe"", ""contact:email"": ""info@labriocheuae.com"", ""contact:facebook"": ""https://www.facebook.com/labriocheuaeofficial"", ""contact:instagram"": ""https://www.instagram.com/labriocheuae"", ""contact:phone"": ""+971 2 556 5646"", ""contact:twitter"": ""https://twitter.com/labriocheuae"", ""contact:website"": ""https://www.labriocheuae.com"", ""contact:youtube"": ""https://www.youtube.com/channel/UC0vUblttgcQFlTQzpuvkEWQ"", ""cuisine"": ""french"", ""name"": ""La Brioche"", ""name:en"": ""La Brioche"", ""opening_hours"": ""Mo-Su 09:00-23:00""}"
node/11505874215,node,11505874215,coffee_shops,La Brioche,,,,,Mo-Su 09:00-23:00,,,,french,,24.4950228,54.3840409,"{""amenity"": ""cafe"", ""contact:email"": ""info@labriocheuae.com"", ""contact:facebook"": ""https://www.facebook.com/labriocheuaeofficial"", ""contact:instagram"": ""https://www.instagram.com/labriocheuae"", ""contact:phone"": ""+971 2 671 4966"", ""contact:twitter"": ""https://twitter.com/labriocheuae"", ""contact:website"": ""https://www.labriocheuae.com"", ""contact:youtube"": ""https://www.youtube.com/channel/UC0vUblttgcQFlTQzpuvkEWQ"", ""cuisine"": ""french"", ""name"": ""La Brioche"", ""name:en"": ""La Brioche"", ""opening_hours"": ""Mo-Su 09:00-23:00""}"
node/11505874217,node,11505874217,coffee_shops,La Brioche,,,,,Mo-Su 10:00-22:00,,,,french,,24.3114776,54.6205097,"{""amenity"": ""cafe"", ""contact:email"": ""info@labriocheuae.com"", ""contact:facebook"": ""https://www.facebook.com/labriocheuaeofficial"", ""contact:instagram"": ""https://www.instagram.com/labriocheuae"", ""contact:phone"": ""+971 2 585 9650"", ""contact:twitter"": ""https://twitter.com/labriocheuae"", ""contact:website"": ""https://www.labriocheuae.com"", ""contact:youtube"": ""https://www.youtube.com/channel/UC0vUblttgcQFlTQzpuvkEWQ"", ""cuisine"": ""french"", ""name"": ""La Brioche"", ""name:en"": ""La Brioche"", ""opening_hours"": ""Mo-Su 10:00-22:00""}"
node/11505874222,node,11505874222,coffee_shops,La Brioche,,,,,Mo-Su 08:00-23:30,,,,french,,24.4705416,54.351629,"{""amenity"": ""cafe"", ""contact:email"": ""info@labriocheuae.com"", ""contact:facebook"": ""https://www.facebook.com/labriocheuaeofficial"", ""contact:instagram"": ""https://www.instagram.com/labriocheuae"", ""contact:phone"": ""+971 2 639 8894"", ""contact:twitter"": ""https://twitter.com/labriocheuae"", ""contact:website"": ""https://www.labriocheuae.com"", ""contact:youtube"": ""https://www.youtube.com/channel/UC0vUblttgcQFlTQzpuvkEWQ"", ""cuisine"": ""french"", ""name"": ""La Brioche"", ""name:en"": ""La Brioche"", ""opening_hours"": ""Mo-Su 08:00-23:30""}"
node/11505874223,node,11505874223,coffee_shops,La Brioche,,,,,Mo-Su 06:00-23:00,,,,french,,24.4969755,54.4068772,"{""amenity"": ""cafe"", ""contact:email"": ""info@labriocheuae.com"", ""contact:facebook"": ""https://www.facebook.com/labriocheuaeofficial"", ""contact:instagram"": ""https://www.instagram.com/labriocheuae"", ""contact:phone"": ""+971 2 643 6473"", ""contact:twitter"": ""https://twitter.com/labriocheuae"", ""contact:website"": ""https://www.labriocheuae.com"", ""contact:youtube"": ""https://www.youtube.com/channel/UC0vUblttgcQFlTQzpuvkEWQ"", ""cuisine"": ""french"", ""name"": ""La Brioche"", ""name:en"": ""La Brioche"", ""opening_hours"": ""Mo-Su 06:00-23:00""}"
node/11505874224,node,11505874224,coffee_shops,La Brioche,,,,,Mo-Fr 09:00-22:00; Sa-Su 09:00-23:30,,,,french,,24.4881347,54.608708,"{""air_conditioning"": ""yes"", ""amenity"": ""cafe"", ""contact:email"": ""info@labriocheuae.com"", ""contact:facebook"": ""https://www.facebook.com/labriocheuaeofficial"", ""contact:instagram"": ""https://www.instagram.com/labriocheuae"", ""contact:phone"": ""+971 2 565 0986"", ""contact:twitter"": ""https://twitter.com/labriocheuae"", ""contact:website"": ""https://www.labriocheuae.com"", ""contact:youtube"": ""https://www.youtube.com/channel/UC0vUblttgcQFlTQzpuvkEWQ"", ""cuisine"": ""french"", ""diet:halal"": ""yes"", ""diet:vegan"": ""yes"", ""diet:vegetarian"": ""yes"", ""indoor_seating"": ""yes"", ""name"": ""La Brioche"", ""name:en"": ""La Brioche"", ""opening_hours"": ""Mo-Fr 09:00-22:00; Sa-Su 09:00-23:30"", ""outdoor_seating"": ""no"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""smoking"": ""no"", ""toilets"": ""no"", ""wheelchair"": ""limited""}"
node/11505874225,node,11505874225,coffee_shops,La Brioche,,,,,Mo-Th 09:00-22:30; Fr-Su 00:00-24:00,,,,french,,24.4768693,54.3201561,"{""amenity"": ""cafe"", ""contact:email"": ""info@labriocheuae.com"", ""contact:facebook"": ""https://www.facebook.com/labriocheuaeofficial"", ""contact:instagram"": ""https://www.instagram.com/labriocheuae"", ""contact:phone"": ""+971 2 681 5531"", ""contact:twitter"": ""https://twitter.com/labriocheuae"", ""contact:website"": ""https://www.labriocheuae.com"", ""contact:youtube"": ""https://www.youtube.com/channel/UC0vUblttgcQFlTQzpuvkEWQ"", ""cuisine"": ""french"", ""name"": ""La Brioche"", ""name:en"": ""La Brioche"", ""opening_hours"": ""Mo-Th 09:00-22:30; Fr-Su 00:00-24:00""}"
node/11513896595,node,11513896595,tourist_landmarks,,,,,,,,,,,,24.4768885,54.3318001,"{""historic"": ""memorial"", ""image"": ""https://photos.app.goo.gl/mm7XtmTwVguYBfMD8"", ""memorial:type"": ""cannon""}"
node/11513896619,node,11513896619,tourist_landmarks,Al Yazra,,,,,,,,,,,24.4770609,54.3316641,"{""historic"": ""yes"", ""image"": ""https://photos.app.goo.gl/cfkmk9qu4vdyEvUW7"", ""man_made"": ""water_well"", ""name"": ""Al Yazra"", ""pump"": ""no""}"
node/11522086206,node,11522086206,supermarkets,Grandiose Supermarket,,,,,,,,,,,24.4907944,54.3855143,"{""name"": ""Grandiose Supermarket"", ""shop"": ""supermarket""}"
node/11522086207,node,11522086207,furniture,Bagno Design @ Sanipex Gallery,,,,,,,,Sanipex Group,,,24.4911755,54.3852239,"{""name"": ""Bagno Design @ Sanipex Gallery"", ""operator"": ""Sanipex Group"", ""shop"": ""furniture""}"
node/11522086209,node,11522086209,bus_stops,,,,,,,,,,,,24.4908615,54.3851311,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""public_transport"": ""platform""}"
node/11527740297,node,11527740297,bus_stops,,,,,,,,,,,,24.4935393,54.3554607,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""public_transport"": ""platform""}"
node/11542389169,node,11542389169,restaurants,,,,,,,,,,,,24.4961061,54.3823575,"{""amenity"": ""restaurant"", ""name:en"": ""Denny's""}"
node/11554549332,node,11554549332,restaurants,Central Bowling,,,,,,,,,,,24.4588644,54.6023335,"{""amenity"": ""restaurant"", ""name"": ""Central Bowling""}"
node/11554549333,node,11554549333,restaurants,Lock Stock & Barrel,,,,,,,,,,,24.4589317,54.6025783,"{""amenity"": ""restaurant"", ""name"": ""Lock Stock & Barrel""}"
node/11586710269,node,11586710269,coffee_shops,,,,,,,,,,,,24.4617288,54.306352,"{""amenity"": ""cafe"", ""indoor_seating"": ""yes"", ""outdoor_seating"": ""no""}"
node/11594571869,node,11594571869,restaurants,,,,شارع حميد الحصم الرميثي,,,,,,,,24.4933199,54.3696318,"{""addr:street"": ""شارع حميد الحصم الرميثي"", ""amenity"": ""restaurant"", ""name:en"": ""San Thai Diner""}"
node/1161048020,node,1161048020,pharmacies,BinSina Pharmacy,,,,,,,,,,,24.4753388,54.3218189,"{""amenity"": ""pharmacy"", ""healthcare"": ""pharmacy"", ""name"": ""BinSina Pharmacy"", ""name:en"": ""BinSina Pharmacy"", ""wheelchair"": ""yes""}"
node/1163010405,node,1163010405,electronics,Sharifi Electrical,,,,,,,,,,,24.4891524,54.3674129,"{""name"": ""Sharifi Electrical"", ""name:en"": ""Sharifi Electrical"", ""shop"": ""electronics""}"
node/1163010458,node,1163010458,restaurants,Ponderosa Steakhouse,,,,,,,,,steak,,24.4849965,54.3625668,"{""amenity"": ""restaurant"", ""cuisine"": ""steak"", ""name"": ""Ponderosa Steakhouse"", ""name:en"": ""Ponderosa Steakhouse""}"
node/1163010500,node,1163010500,furniture,Jabal Al Noor Furniture,,,,,,,,,,,24.4879759,54.3657507,"{""name"": ""Jabal Al Noor Furniture"", ""name:en"": ""Jabal Al Noor Furniture"", ""shop"": ""furniture""}"
node/11634345387,node,11634345387,coffee_shops,ستاربكس,ستاربكس,Q37158,,,,,,,coffee_shop,,24.4519716,54.6402455,"{""amenity"": ""cafe"", ""brand"": ""ستاربكس"", ""brand:ar"": ""ستاربكس"", ""brand:en"": ""Starbucks"", ""brand:wikidata"": ""Q37158"", ""cuisine"": ""coffee_shop"", ""level"": ""0"", ""name"": ""ستاربكس"", ""name:ar"": ""ستاربكس"", ""name:en"": ""Starbucks"", ""official_name"": ""ستاربكس كافية"", ""official_name:ar"": ""ستاربكس كافية"", ""official_name:en"": ""Starbucks Coffee"", ""takeaway"": ""yes""}"
node/11634345388,node,11634345388,coffee_shops,Costa,Costa,Q608845,,,,,,,coffee_shop,,24.4523126,54.6406073,"{""amenity"": ""cafe"", ""brand"": ""Costa"", ""brand:wikidata"": ""Q608845"", ""cuisine"": ""coffee_shop"", ""level"": ""0"", ""name"": ""Costa"", ""takeaway"": ""yes""}"
node/11634345404,node,11634345404,coffee_shops,ستاربكس,ستاربكس,Q37158,,,,,,,coffee_shop,,24.4521565,54.6406993,"{""amenity"": ""cafe"", ""brand"": ""ستاربكس"", ""brand:ar"": ""ستاربكس"", ""brand:en"": ""Starbucks"", ""brand:wikidata"": ""Q37158"", ""cuisine"": ""coffee_shop"", ""level"": ""3"", ""name"": ""ستاربكس"", ""name:ar"": ""ستاربكس"", ""name:en"": ""Starbucks"", ""official_name"": ""ستاربكس كافية"", ""official_name:ar"": ""ستاربكس كافية"", ""official_name:en"": ""Starbucks Coffee"", ""takeaway"": ""yes""}"
node/11647403969,node,11647403969,supermarkets,,,,,,Su-Sa 10:00-21:00,,+97125510003,,,,24.4115606,54.5907833,"{""name:en"": ""Hyperama Abu Dhabi"", ""opening_hours"": ""Su-Sa 10:00-21:00"", ""phone"": ""+97125510003"", ""shop"": ""supermarket""}"
node/1166168481,node,1166168481,fast_food,Tasty Zone CAFETERIA,,,,,,,,,,,24.4586902,54.3762226,"{""amenity"": ""fast_food"", ""name"": ""Tasty Zone CAFETERIA"", ""name:en"": ""Lulu Burger""}"
node/11707752676,node,11707752676,restaurants,Asmak Al Halaqa,,,,,12:00-24:00,https://asmak-alhalaqa.online/,+971502659989,,seafood,,24.4571879,54.6740593,"{""amenity"": ""restaurant"", ""check_date"": ""2024-03-09"", ""contact:facebook"": ""asmakalhalqa"", ""cuisine"": ""seafood"", ""name"": ""Asmak Al Halaqa"", ""name:en"": ""Asmak Al Halaqa"", ""opening_hours"": ""12:00-24:00"", ""phone"": ""+971502659989"", ""website"": ""https://asmak-alhalaqa.online/""}"
node/11707752677,node,11707752677,fast_food,Big Bite,,,,,,https://www.zomato.com/abudhabi/big-bite-cafeteria-al-reef,,,indian,,24.4571541,54.674071,"{""amenity"": ""fast_food"", ""check_date"": ""2024-03-09"", ""cuisine"": ""indian"", ""name"": ""Big Bite"", ""name:en"": ""Big Bite"", ""website"": ""https://www.zomato.com/abudhabi/big-bite-cafeteria-al-reef""}"
node/11707752686,node,11707752686,convenience,Zoom,,,,,24/7,,,,,,24.4619629,54.6725968,"{""name"": ""Zoom"", ""opening_hours"": ""24/7"", ""payment:cash"": ""yes"", ""payment:debit_cards"": ""yes"", ""shop"": ""convenience""}"
node/11707752687,node,11707752687,coffee_shops,ستاربكس,ستاربكس,Q37158,,,,,,,coffee_shop,,24.4618983,54.6726942,"{""amenity"": ""cafe"", ""brand"": ""ستاربكس"", ""brand:ar"": ""ستاربكس"", ""brand:en"": ""Starbucks"", ""brand:wikidata"": ""Q37158"", ""cuisine"": ""coffee_shop"", ""drive_through"": ""yes"", ""name"": ""ستاربكس"", ""name:ar"": ""ستاربكس"", ""name:en"": ""Starbucks"", ""official_name"": ""ستاربكس كافية"", ""official_name:ar"": ""ستاربكس كافية"", ""official_name:en"": ""Starbucks Coffee"", ""takeaway"": ""yes""}"
node/11724149068,node,11724149068,bus_stops,,,,,,,,,,,,24.4308006,54.4188615,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""public_transport"": ""platform""}"
node/11724237769,node,11724237769,bus_stops,,,,,,,,,,,,24.4357026,54.4065261,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""public_transport"": ""platform""}"
node/11724237770,node,11724237770,bus_stops,,,,,,,,,,,,24.4389489,54.4006276,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""public_transport"": ""platform""}"
node/11724237771,node,11724237771,bus_stops,,,,,,,,,,,,24.4408593,54.3986437,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""public_transport"": ""platform""}"
node/11745210383,node,11745210383,fast_food,House of Tea,,,,,,,,,,,24.4905448,54.3731464,"{""amenity"": ""fast_food"", ""fast_food"": ""cafeteria"", ""name"": ""House of Tea""}"
node/11745306681,node,11745306681,clothes,Sahari Fashions,,,,,,,,,,,24.4929968,54.3684129,"{""name"": ""Sahari Fashions"", ""shop"": ""clothes""}"
node/11745306687,node,11745306687,clothes,Zeelous,,,,,,,,,,,24.493548,54.3666932,"{""name"": ""Zeelous"", ""shop"": ""clothes""}"
node/11745306688,node,11745306688,furniture,Al Huzaifa Furniture,,,,,,,,,,,24.4934092,54.3668102,"{""name"": ""Al Huzaifa Furniture"", ""shop"": ""furniture""}"
node/11745470181,node,11745470181,restaurants,Broasted King Restaurant,,,,,,,,,,,24.4930634,54.3669561,"{""amenity"": ""restaurant"", ""name"": ""Broasted King Restaurant""}"
node/11745470183,node,11745470183,bus_stops,,,,,,,,,,,,24.4944114,54.3643946,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""public_transport"": ""platform""}"
node/11745497359,node,11745497359,coffee_shops,Coloura Cafe,,,,,,,,,,,24.4912165,54.3544716,"{""amenity"": ""cafe"", ""name"": ""Coloura Cafe""}"
node/11745497378,node,11745497378,restaurants,Alyabarak Resataurant,,,,,,,,,,,24.4727566,54.3389621,"{""amenity"": ""restaurant"", ""name"": ""Alyabarak Resataurant""}"
node/11759124269,node,11759124269,clothes,Black Market,,,,,,,,,,,24.4916276,54.3718304,"{""name"": ""Black Market"", ""shop"": ""clothes""}"
node/11759124270,node,11759124270,supermarkets,Big Mart Hypermarket,,,,,,,,,,,24.491545,54.3718896,"{""name"": ""Big Mart Hypermarket"", ""shop"": ""supermarket""}"
node/11765320702,node,11765320702,mosques,,,,,,,,,,,,24.4980215,54.3701463,"{""addr:city"": ""أبوظبي"", ""addr:city:en"": ""Abu Dhabi"", ""addr:country"": ""AE"", ""amenity"": ""place_of_worship"", ""building"": ""mosque"", ""religion"": ""muslim""}"
node/11767954999,node,11767954999,bus_stops,Al Meena St/ Corniche Hospital 1,,,,,,,,,,,24.5003627,54.371521,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""Al Meena St/ Corniche Hospital 1"", ""note"": ""Bus No.s: 41,43,55,L41,X5,N41,N43"", ""public_transport"": ""platform"", ""shelter"": ""no""}"
node/11767955004,node,11767955004,bus_stops,,,,,,,,,,,,24.5021111,54.372468,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""note"": ""Bus No.s: 41,43,55,L41,X5,N41,N43"", ""public_transport"": ""platform"", ""shelter"": ""no""}"
node/11771192760,node,11771192760,restaurants,Al Askandarani,,,,,,,,,seafood,,24.5140848,54.3761428,"{""amenity"": ""restaurant"", ""cuisine"": ""seafood"", ""name"": ""Al Askandarani""}"
node/11807144798,node,11807144798,supermarkets,Spinneys,Spinneys,Q2890701,,,Mo-Su 08:00-23:00,,,,,,24.4075043,54.5259325,"{""brand"": ""Spinneys"", ""brand:wikidata"": ""Q2890701"", ""brand:wikipedia"": ""en:Spinneys"", ""contact:email"": ""Mgrsan@finefarefood.com"", ""contact:phone"": ""+971 2 558 1906"", ""contact:website"": ""https://www.spinneys.com"", ""name"": ""Spinneys"", ""name:ar"": ""سبينس"", ""name:en"": ""Spinneys"", ""opening_hours"": ""Mo-Su 08:00-23:00"", ""shop"": ""supermarket""}"
node/11807144799,node,11807144799,supermarkets,Spinneys,Spinneys,Q2890701,,,Mo-Su 07:00-23:00,,,,,,24.4422953,54.6079623,"{""brand"": ""Spinneys"", ""brand:wikidata"": ""Q2890701"", ""brand:wikipedia"": ""en:Spinneys"", ""contact:email"": ""Mgrabn@finefarefood.com"", ""contact:phone"": ""+971 2 557 1065"", ""contact:website"": ""https://www.spinneys.com"", ""name"": ""Spinneys"", ""name:ar"": ""سبينس"", ""name:en"": ""Spinneys"", ""opening_hours"": ""Mo-Su 07:00-23:00"", ""shop"": ""supermarket""}"
node/11807144800,node,11807144800,supermarkets,Spinneys,Spinneys,Q2890701,,,Mo-Su 08:00-23:00,,,,,,24.419047,54.464051,"{""brand"": ""Spinneys"", ""brand:wikidata"": ""Q2890701"", ""brand:wikipedia"": ""en:Spinneys"", ""contact:email"": ""mgrhei@finefarefood.com"", ""contact:phone"": ""+971 2 447 3681"", ""contact:website"": ""https://www.spinneys.com"", ""name"": ""Spinneys"", ""name:ar"": ""سبينس"", ""name:en"": ""Spinneys"", ""opening_hours"": ""Mo-Su 08:00-23:00"", ""shop"": ""supermarket""}"
node/11807144801,node,11807144801,supermarkets,Spinneys,Spinneys,Q2890701,,,Mo-Su 07:00-23:00,,,,,,24.4933143,54.5866067,"{""brand"": ""Spinneys"", ""brand:wikidata"": ""Q2890701"", ""brand:wikipedia"": ""en:Spinneys"", ""contact:email"": ""mgrwyas@finefarefood.com"", ""contact:phone"": ""+971 2 565 0368"", ""contact:website"": ""https://www.spinneys.com"", ""name"": ""Spinneys"", ""name:ar"": ""سبينس"", ""name:en"": ""Spinneys"", ""opening_hours"": ""Mo-Su 07:00-23:00"", ""shop"": ""supermarket""}"
node/11811666320,node,11811666320,fast_food,Shake Shack,Shake Shack,Q1058722,,,,,,,burger,,24.4785001,54.3482526,"{""amenity"": ""fast_food"", ""brand"": ""Shake Shack"", ""brand:wikidata"": ""Q1058722"", ""cuisine"": ""burger"", ""name"": ""Shake Shack"", ""takeaway"": ""yes""}"
